"time_steps","peach-sweep-10 - _step","peach-sweep-10 - _step__MIN","peach-sweep-10 - _step__MAX","peach-sweep-10 - r_mean","peach-sweep-10 - r_mean__MIN","peach-sweep-10 - r_mean__MAX","exalted-sweep-9 - _step","exalted-sweep-9 - _step__MIN","exalted-sweep-9 - _step__MAX","exalted-sweep-9 - r_mean","exalted-sweep-9 - r_mean__MIN","exalted-sweep-9 - r_mean__MAX","balmy-sweep-8 - _step","balmy-sweep-8 - _step__MIN","balmy-sweep-8 - _step__MAX","balmy-sweep-8 - r_mean","balmy-sweep-8 - r_mean__MIN","balmy-sweep-8 - r_mean__MAX","still-sweep-7 - _step","still-sweep-7 - _step__MIN","still-sweep-7 - _step__MAX","still-sweep-7 - r_mean","still-sweep-7 - r_mean__MIN","still-sweep-7 - r_mean__MAX","graceful-sweep-6 - _step","graceful-sweep-6 - _step__MIN","graceful-sweep-6 - _step__MAX","graceful-sweep-6 - r_mean","graceful-sweep-6 - r_mean__MIN","graceful-sweep-6 - r_mean__MAX","lively-sweep-5 - _step","lively-sweep-5 - _step__MIN","lively-sweep-5 - _step__MAX","lively-sweep-5 - r_mean","lively-sweep-5 - r_mean__MIN","lively-sweep-5 - r_mean__MAX","astral-sweep-4 - _step","astral-sweep-4 - _step__MIN","astral-sweep-4 - _step__MAX","astral-sweep-4 - r_mean","astral-sweep-4 - r_mean__MIN","astral-sweep-4 - r_mean__MAX","light-sweep-3 - _step","light-sweep-3 - _step__MIN","light-sweep-3 - _step__MAX","light-sweep-3 - r_mean","light-sweep-3 - r_mean__MIN","light-sweep-3 - r_mean__MAX","eternal-sweep-2 - _step","eternal-sweep-2 - _step__MIN","eternal-sweep-2 - _step__MAX","eternal-sweep-2 - r_mean","eternal-sweep-2 - r_mean__MIN","eternal-sweep-2 - r_mean__MAX","hardy-sweep-1 - _step","hardy-sweep-1 - _step__MIN","hardy-sweep-1 - _step__MAX","hardy-sweep-1 - r_mean","hardy-sweep-1 - r_mean__MIN","hardy-sweep-1 - r_mean__MAX"
"369000","18450","18450","18450","46.90083934579721","46.90083934579721","46.90083934579721","18450","18450","18450","50.175836890606334","50.175836890606334","50.175836890606334","18450","18450","18450","45.3775234294983","45.3775234294983","45.3775234294983","18450","18450","18450","49.86053426710625","49.86053426710625","49.86053426710625","18450","18450","18450","50.96835571985214","50.96835571985214","50.96835571985214","18450","18450","18450","46.92167864385831","46.92167864385831","46.92167864385831","18450","18450","18450","46.20884057034127","46.20884057034127","46.20884057034127","18450","18450","18450","52.028763542129255","52.028763542129255","52.028763542129255","18450","18450","18450","45.714911011295754","45.714911011295754","45.714911011295754","18450","18450","18450","48.730913879754574","48.730913879754574","48.730913879754574"
"369500","18475","18475","18475","47.60544144391506","47.60544144391506","47.60544144391506","18475","18475","18475","45.507835379890764","45.507835379890764","45.507835379890764","18475","18475","18475","47.34602436399437","47.34602436399437","47.34602436399437","18475","18475","18475","47.17762630091988","47.17762630091988","47.17762630091988","18475","18475","18475","53.364796720837646","53.364796720837646","53.364796720837646","18475","18475","18475","52.2116164576761","52.2116164576761","52.2116164576761","18475","18475","18475","45.94942799143226","45.94942799143226","45.94942799143226","18475","18475","18475","50.32499971971927","50.32499971971927","50.32499971971927","18475","18475","18475","49.18956329161662","49.18956329161662","49.18956329161662","18475","18475","18475","49.46038686678213","49.46038686678213","49.46038686678213"
"370000","18500","18500","18500","46.458374584140856","46.458374584140856","46.458374584140856","18500","18500","18500","47.5004618017032","47.5004618017032","47.5004618017032","18500","18500","18500","47.821841661660564","47.821841661660564","47.821841661660564","18500","18500","18500","49.09093997682271","49.09093997682271","49.09093997682271","18500","18500","18500","48.88847528267386","48.88847528267386","48.88847528267386","18500","18500","18500","53.304798306429795","53.304798306429795","53.304798306429795","18500","18500","18500","46.894044834065696","46.894044834065696","46.894044834065696","18500","18500","18500","47.03384679442318","47.03384679442318","47.03384679442318","18500","18500","18500","47.33814869069098","47.33814869069098","47.33814869069098","18500","18500","18500","49.34349871963335","49.34349871963335","49.34349871963335"
"370500","18525","18525","18525","43.820307459019766","43.820307459019766","43.820307459019766","18525","18525","18525","50.93121595151284","50.93121595151284","50.93121595151284","18525","18525","18525","50.15481367079902","50.15481367079902","50.15481367079902","18525","18525","18525","48.32161172910506","48.32161172910506","48.32161172910506","18525","18525","18525","46.95815657672525","46.95815657672525","46.95815657672525","18525","18525","18525","50.33568341297691","50.33568341297691","50.33568341297691","18525","18525","18525","51.34051378416142","51.34051378416142","51.34051378416142","18525","18525","18525","46.95827817679742","46.95827817679742","46.95827817679742","18525","18525","18525","48.90016602436647","48.90016602436647","48.90016602436647","18525","18525","18525","50.053845114154655","50.053845114154655","50.053845114154655"
"371000","18550","18550","18550","43.122703646633525","43.122703646633525","43.122703646633525","18550","18550","18550","52.696566711533606","52.696566711533606","52.696566711533606","18550","18550","18550","47.53554843524673","47.53554843524673","47.53554843524673","18550","18550","18550","45.495381044651964","45.495381044651964","45.495381044651964","18550","18550","18550","52.84761577585076","52.84761577585076","52.84761577585076","18550","18550","18550","47.081052300756774","47.081052300756774","47.081052300756774","18550","18550","18550","49.688708796641805","49.688708796641805","49.688708796641805","18550","18550","18550","47.86699058996815","47.86699058996815","47.86699058996815","18550","18550","18550","53.0407722992038","53.0407722992038","53.0407722992038","18550","18550","18550","51.57682547493803","51.57682547493803","51.57682547493803"
"371500","18575","18575","18575","47.711086562009704","47.711086562009704","47.711086562009704","18575","18575","18575","46.50478795083365","46.50478795083365","46.50478795083365","18575","18575","18575","44.2853251248688","44.2853251248688","44.2853251248688","18575","18575","18575","47.06434476271993","47.06434476271993","47.06434476271993","18575","18575","18575","51.139145917924914","51.139145917924914","51.139145917924914","18575","18575","18575","46.851109431983126","46.851109431983126","46.851109431983126","18575","18575","18575","50.459501812000454","50.459501812000454","50.459501812000454","18575","18575","18575","48.720286594575285","48.720286594575285","48.720286594575285","18575","18575","18575","49.38629213024787","49.38629213024787","49.38629213024787","18575","18575","18575","48.68649728836305","48.68649728836305","48.68649728836305"
"372000","18600","18600","18600","51.23958945865109","51.23958945865109","51.23958945865109","18600","18600","18600","46.88270174810983","46.88270174810983","46.88270174810983","18600","18600","18600","47.99965635268887","47.99965635268887","47.99965635268887","18600","18600","18600","55.48890429077698","55.48890429077698","55.48890429077698","18600","18600","18600","54.03259780837132","54.03259780837132","54.03259780837132","18600","18600","18600","50.969218735107326","50.969218735107326","50.969218735107326","18600","18600","18600","50.43549423299125","50.43549423299125","50.43549423299125","18600","18600","18600","54.142589676324626","54.142589676324626","54.142589676324626","18600","18600","18600","48.43181034715134","48.43181034715134","48.43181034715134","18600","18600","18600","45.83930467581259","45.83930467581259","45.83930467581259"
"372500","18625","18625","18625","50.492441405648876","50.492441405648876","50.492441405648876","18625","18625","18625","47.707406487405436","47.707406487405436","47.707406487405436","18625","18625","18625","50.61018875015286","50.61018875015286","50.61018875015286","18625","18625","18625","54.684521250315704","54.684521250315704","54.684521250315704","18625","18625","18625","54.589315365843596","54.589315365843596","54.589315365843596","18625","18625","18625","50.95877491145517","50.95877491145517","50.95877491145517","18625","18625","18625","50.33287450937125","50.33287450937125","50.33287450937125","18625","18625","18625","50.63249391902276","50.63249391902276","50.63249391902276","18625","18625","18625","56.38826568490419","56.38826568490419","56.38826568490419","18625","18625","18625","48.27778565303301","48.27778565303301","48.27778565303301"
"373000","18650","18650","18650","50.97144192794806","50.97144192794806","50.97144192794806","18650","18650","18650","47.23018171425032","47.23018171425032","47.23018171425032","18650","18650","18650","54.999358721230735","54.999358721230735","54.999358721230735","18650","18650","18650","54.89771491229758","54.89771491229758","54.89771491229758","18650","18650","18650","46.83933790538179","46.83933790538179","46.83933790538179","18650","18650","18650","49.12330137838158","49.12330137838158","49.12330137838158","18650","18650","18650","47.16506821541411","47.16506821541411","47.16506821541411","18650","18650","18650","49.70833562073635","49.70833562073635","49.70833562073635","18650","18650","18650","61.19065470357505","61.19065470357505","61.19065470357505","18650","18650","18650","47.499705099628294","47.499705099628294","47.499705099628294"
"373500","18675","18675","18675","46.948637404934544","46.948637404934544","46.948637404934544","18675","18675","18675","48.0409879462703","48.0409879462703","48.0409879462703","18675","18675","18675","58.61656335817504","58.61656335817504","58.61656335817504","18675","18675","18675","50.72952840493981","50.72952840493981","50.72952840493981","18675","18675","18675","45.8134056363313","45.8134056363313","45.8134056363313","18675","18675","18675","48.98346084844072","48.98346084844072","48.98346084844072","18675","18675","18675","49.19698777754035","49.19698777754035","49.19698777754035","18675","18675","18675","53.42109372548159","53.42109372548159","53.42109372548159","18675","18675","18675","54.29527795081548","54.29527795081548","54.29527795081548","18675","18675","18675","50.682372136151606","50.682372136151606","50.682372136151606"
"374000","18700","18700","18700","46.03548918495405","46.03548918495405","46.03548918495405","18700","18700","18700","49.983938537705754","49.983938537705754","49.983938537705754","18700","18700","18700","57.75228387405995","57.75228387405995","57.75228387405995","18700","18700","18700","47.39388043360308","47.39388043360308","47.39388043360308","18700","18700","18700","46.6491027576387","46.6491027576387","46.6491027576387","18700","18700","18700","44.92946245184985","44.92946245184985","44.92946245184985","18700","18700","18700","50.604774861288405","50.604774861288405","50.604774861288405","18700","18700","18700","56.829527557165335","56.829527557165335","56.829527557165335","18700","18700","18700","47.013056997003595","47.013056997003595","47.013056997003595","18700","18700","18700","52.61873241366112","52.61873241366112","52.61873241366112"
"374500","18725","18725","18725","45.60838881843318","45.60838881843318","45.60838881843318","18725","18725","18725","52.19638700831204","52.19638700831204","52.19638700831204","18725","18725","18725","51.6179615097633","51.6179615097633","51.6179615097633","18725","18725","18725","48.855806749514734","48.855806749514734","48.855806749514734","18725","18725","18725","48.77520302641778","48.77520302641778","48.77520302641778","18725","18725","18725","44.55726909122511","44.55726909122511","44.55726909122511","18725","18725","18725","47.87971395554778","47.87971395554778","47.87971395554778","18725","18725","18725","53.67380054049072","53.67380054049072","53.67380054049072","18725","18725","18725","46.47960676420092","46.47960676420092","46.47960676420092","18725","18725","18725","46.241816902367226","46.241816902367226","46.241816902367226"
"375000","18750","18750","18750","46.81914140953541","46.81914140953541","46.81914140953541","18750","18750","18750","53.2966162253525","53.2966162253525","53.2966162253525","18750","18750","18750","46.90182677171615","46.90182677171615","46.90182677171615","18750","18750","18750","47.62138665898705","47.62138665898705","47.62138665898705","18750","18750","18750","56.01925498407042","56.01925498407042","56.01925498407042","18750","18750","18750","48.57926973585774","48.57926973585774","48.57926973585774","18750","18750","18750","49.85177039286117","49.85177039286117","49.85177039286117","18750","18750","18750","47.2860365598087","47.2860365598087","47.2860365598087","18750","18750","18750","48.46021867097962","48.46021867097962","48.46021867097962","18750","18750","18750","44.35780071813928","44.35780071813928","44.35780071813928"
"375500","18775","18775","18775","46.962386239952345","46.962386239952345","46.962386239952345","18775","18775","18775","51.51288346805327","51.51288346805327","51.51288346805327","18775","18775","18775","48.324805612019894","48.324805612019894","48.324805612019894","18775","18775","18775","50.859203037824635","50.859203037824635","50.859203037824635","18775","18775","18775","60.32975971213672","60.32975971213672","60.32975971213672","18775","18775","18775","53.46899607525252","53.46899607525252","53.46899607525252","18775","18775","18775","55.275312365641085","55.275312365641085","55.275312365641085","18775","18775","18775","48.74703598686049","48.74703598686049","48.74703598686049","18775","18775","18775","47.347858122991695","47.347858122991695","47.347858122991695","18775","18775","18775","46.86258073395237","46.86258073395237","46.86258073395237"
"376000","18800","18800","18800","47.50264200257292","47.50264200257292","47.50264200257292","18800","18800","18800","48.56903943225993","48.56903943225993","48.56903943225993","18800","18800","18800","44.12751566326555","44.12751566326555","44.12751566326555","18800","18800","18800","54.254640899852866","54.254640899852866","54.254640899852866","18800","18800","18800","54.258177957851714","54.258177957851714","54.258177957851714","18800","18800","18800","58.62242165022482","58.62242165022482","58.62242165022482","18800","18800","18800","53.894326818630745","53.894326818630745","53.894326818630745","18800","18800","18800","50.655009676773616","50.655009676773616","50.655009676773616","18800","18800","18800","48.55782798327752","48.55782798327752","48.55782798327752","18800","18800","18800","49.782819879289654","49.782819879289654","49.782819879289654"
"376500","18825","18825","18825","53.26588401953923","53.26588401953923","53.26588401953923","18825","18825","18825","52.92947233173928","52.92947233173928","52.92947233173928","18825","18825","18825","42.9421434575254","42.9421434575254","42.9421434575254","18825","18825","18825","55.295648170415014","55.295648170415014","55.295648170415014","18825","18825","18825","47.45483089646645","47.45483089646645","47.45483089646645","18825","18825","18825","55.811016890180866","55.811016890180866","55.811016890180866","18825","18825","18825","50.577800435534165","50.577800435534165","50.577800435534165","18825","18825","18825","54.804666530345166","54.804666530345166","54.804666530345166","18825","18825","18825","47.764010552154694","47.764010552154694","47.764010552154694","18825","18825","18825","52.427648247737125","52.427648247737125","52.427648247737125"
"377000","18850","18850","18850","53.43009517351395","53.43009517351395","53.43009517351395","18850","18850","18850","54.744837688650414","54.744837688650414","54.744837688650414","18850","18850","18850","45.89633552457758","45.89633552457758","45.89633552457758","18850","18850","18850","57.07637800737269","57.07637800737269","57.07637800737269","18850","18850","18850","47.12953627860714","47.12953627860714","47.12953627860714","18850","18850","18850","51.06093094583941","51.06093094583941","51.06093094583941","18850","18850","18850","52.24926384818095","52.24926384818095","52.24926384818095","18850","18850","18850","51.3022432233756","51.3022432233756","51.3022432233756","18850","18850","18850","46.68339553368746","46.68339553368746","46.68339553368746","18850","18850","18850","50.33311600473349","50.33311600473349","50.33311600473349"
"377500","18875","18875","18875","48.89261281745101","48.89261281745101","48.89261281745101","18875","18875","18875","50.19366877306974","50.19366877306974","50.19366877306974","18875","18875","18875","49.756169040953985","49.756169040953985","49.756169040953985","18875","18875","18875","53.2729804424924","53.2729804424924","53.2729804424924","18875","18875","18875","49.969072680903054","49.969072680903054","49.969072680903054","18875","18875","18875","51.028981589753464","51.028981589753464","51.028981589753464","18875","18875","18875","49.41607231180745","49.41607231180745","49.41607231180745","18875","18875","18875","52.503217932030985","52.503217932030985","52.503217932030985","18875","18875","18875","47.33967906081619","47.33967906081619","47.33967906081619","18875","18875","18875","46.88873923196115","46.88873923196115","46.88873923196115"
"378000","18900","18900","18900","48.51596629939009","48.51596629939009","48.51596629939009","18900","18900","18900","44.66906538953734","44.66906538953734","44.66906538953734","18900","18900","18900","47.96158014094373","47.96158014094373","47.96158014094373","18900","18900","18900","46.7432066853699","46.7432066853699","46.7432066853699","18900","18900","18900","53.26028463253909","53.26028463253909","53.26028463253909","18900","18900","18900","46.871777742245584","46.871777742245584","46.871777742245584","18900","18900","18900","50.86410100072001","50.86410100072001","50.86410100072001","18900","18900","18900","54.76278825869314","54.76278825869314","54.76278825869314","18900","18900","18900","46.44452205164206","46.44452205164206","46.44452205164206","18900","18900","18900","46.60096336089243","46.60096336089243","46.60096336089243"
"378500","18925","18925","18925","47.127357425539984","47.127357425539984","47.127357425539984","18925","18925","18925","49.02642495932175","49.02642495932175","49.02642495932175","18925","18925","18925","44.463607808270446","44.463607808270446","44.463607808270446","18925","18925","18925","46.959965955449086","46.959965955449086","46.959965955449086","18925","18925","18925","55.081692729685564","55.081692729685564","55.081692729685564","18925","18925","18925","53.998764346365675","53.998764346365675","53.998764346365675","18925","18925","18925","52.52705737301724","52.52705737301724","52.52705737301724","18925","18925","18925","50.569835839840955","50.569835839840955","50.569835839840955","18925","18925","18925","48.527980222050246","48.527980222050246","48.527980222050246","18925","18925","18925","47.9767169651587","47.9767169651587","47.9767169651587"
"379000","18950","18950","18950","45.74112680644206","45.74112680644206","45.74112680644206","18950","18950","18950","51.674515082968774","51.674515082968774","51.674515082968774","18950","18950","18950","47.44275772703211","47.44275772703211","47.44275772703211","18950","18950","18950","50.64377695575081","50.64377695575081","50.64377695575081","18950","18950","18950","49.3640828287993","49.3640828287993","49.3640828287993","18950","18950","18950","51.95432817533395","51.95432817533395","51.95432817533395","18950","18950","18950","52.05351920129166","52.05351920129166","52.05351920129166","18950","18950","18950","49.30994442638752","49.30994442638752","49.30994442638752","18950","18950","18950","49.30264237880607","49.30264237880607","49.30264237880607","18950","18950","18950","47.863529897589","47.863529897589","47.863529897589"
"379500","18975","18975","18975","46.802192617940634","46.802192617940634","46.802192617940634","18975","18975","18975","52.160565128989504","52.160565128989504","52.160565128989504","18975","18975","18975","49.86705185454967","49.86705185454967","49.86705185454967","18975","18975","18975","51.97724971049248","51.97724971049248","51.97724971049248","18975","18975","18975","50.28159665161836","50.28159665161836","50.28159665161836","18975","18975","18975","44.17903719683","44.17903719683","44.17903719683","18975","18975","18975","50.57367129529108","50.57367129529108","50.57367129529108","18975","18975","18975","48.06678748335341","48.06678748335341","48.06678748335341","18975","18975","18975","47.12584954274724","47.12584954274724","47.12584954274724","18975","18975","18975","49.43162679022356","49.43162679022356","49.43162679022356"
"380500","19025","19025","19025","47.42559558404901","47.42559558404901","47.42559558404901","19025","19025","19025","53.54047969086034","53.54047969086034","53.54047969086034","19025","19025","19025","47.76222998653167","47.76222998653167","47.76222998653167","19025","19025","19025","50.256070212819324","50.256070212819324","50.256070212819324","19025","19025","19025","56.99093846375415","56.99093846375415","56.99093846375415","19025","19025","19025","55.39814869885045","55.39814869885045","55.39814869885045","19025","19025","19025","48.081995832196334","48.081995832196334","48.081995832196334","19025","19025","19025","47.65981503455091","47.65981503455091","47.65981503455091","19025","19025","19025","45.456245297417894","45.456245297417894","45.456245297417894","19025","19025","19025","44.264961830880004","44.264961830880004","44.264961830880004"
"381000","19050","19050","19050","44.24415962584599","44.24415962584599","44.24415962584599","19050","19050","19050","53.09830928518402","53.09830928518402","53.09830928518402","19050","19050","19050","53.83701081139419","53.83701081139419","53.83701081139419","19050","19050","19050","48.16085877737224","48.16085877737224","48.16085877737224","19050","19050","19050","52.507246816064395","52.507246816064395","52.507246816064395","19050","19050","19050","60.019159782676255","60.019159782676255","60.019159782676255","19050","19050","19050","45.92421765000995","45.92421765000995","45.92421765000995","19050","19050","19050","46.738644702936696","46.738644702936696","46.738644702936696","19050","19050","19050","47.88661889783661","47.88661889783661","47.88661889783661","19050","19050","19050","49.943426619833346","49.943426619833346","49.943426619833346"
"381500","19075","19075","19075","47.20734203247948","47.20734203247948","47.20734203247948","19075","19075","19075","49.966555247773755","49.966555247773755","49.966555247773755","19075","19075","19075","52.63288167786225","52.63288167786225","52.63288167786225","19075","19075","19075","51.12707927477578","51.12707927477578","51.12707927477578","19075","19075","19075","45.8579723302785","45.8579723302785","45.8579723302785","19075","19075","19075","49.962997490042675","49.962997490042675","49.962997490042675","19075","19075","19075","48.850263496028155","48.850263496028155","48.850263496028155","19075","19075","19075","50.711754621247735","50.711754621247735","50.711754621247735","19075","19075","19075","50.02092623491648","50.02092623491648","50.02092623491648","19075","19075","19075","51.822446197354175","51.822446197354175","51.822446197354175"
"382000","19100","19100","19100","48.447362626701086","48.447362626701086","48.447362626701086","19100","19100","19100","47.8118722104041","47.8118722104041","47.8118722104041","19100","19100","19100","50.55499390366923","50.55499390366923","50.55499390366923","19100","19100","19100","49.16601115236648","49.16601115236648","49.16601115236648","19100","19100","19100","50.00534058493936","50.00534058493936","50.00534058493936","19100","19100","19100","52.57139028495264","52.57139028495264","52.57139028495264","19100","19100","19100","48.665789157840166","48.665789157840166","48.665789157840166","19100","19100","19100","49.70692917253084","49.70692917253084","49.70692917253084","19100","19100","19100","48.16595633482214","48.16595633482214","48.16595633482214","19100","19100","19100","48.32204534837305","48.32204534837305","48.32204534837305"
"382500","19125","19125","19125","46.5897396387283","46.5897396387283","46.5897396387283","19125","19125","19125","45.01617699844517","45.01617699844517","45.01617699844517","19125","19125","19125","47.46339397855176","47.46339397855176","47.46339397855176","19125","19125","19125","56.21653308850504","56.21653308850504","56.21653308850504","19125","19125","19125","48.74470583099047","48.74470583099047","48.74470583099047","19125","19125","19125","48.836875222992795","48.836875222992795","48.836875222992795","19125","19125","19125","52.99232587849815","52.99232587849815","52.99232587849815","19125","19125","19125","45.58120981744155","45.58120981744155","45.58120981744155","19125","19125","19125","54.281980115296356","54.281980115296356","54.281980115296356","19125","19125","19125","46.095541961436304","46.095541961436304","46.095541961436304"
"383000","19150","19150","19150","46.11975544304896","46.11975544304896","46.11975544304896","19150","19150","19150","48.17712820962195","48.17712820962195","48.17712820962195","19150","19150","19150","52.01731989961558","52.01731989961558","52.01731989961558","19150","19150","19150","57.36257579580814","57.36257579580814","57.36257579580814","19150","19150","19150","46.08940498165177","46.08940498165177","46.08940498165177","19150","19150","19150","45.964965557692494","45.964965557692494","45.964965557692494","19150","19150","19150","53.390477250418016","53.390477250418016","53.390477250418016","19150","19150","19150","47.76075629607542","47.76075629607542","47.76075629607542","19150","19150","19150","53.157928858328575","53.157928858328575","53.157928858328575","19150","19150","19150","46.94374279290916","46.94374279290916","46.94374279290916"
"383500","19175","19175","19175","44.63799400112192","44.63799400112192","44.63799400112192","19175","19175","19175","51.749477926290304","51.749477926290304","51.749477926290304","19175","19175","19175","51.63746275803978","51.63746275803978","51.63746275803978","19175","19175","19175","62.44011297965339","62.44011297965339","62.44011297965339","19175","19175","19175","51.16930945522982","51.16930945522982","51.16930945522982","19175","19175","19175","51.961583109213386","51.961583109213386","51.961583109213386","19175","19175","19175","50.18069251849066","50.18069251849066","50.18069251849066","19175","19175","19175","46.92176196554465","46.92176196554465","46.92176196554465","19175","19175","19175","50.94822587158125","50.94822587158125","50.94822587158125","19175","19175","19175","45.993011944084316","45.993011944084316","45.993011944084316"
"384000","19200","19200","19200","46.34712052912928","46.34712052912928","46.34712052912928","19200","19200","19200","47.59651591422684","47.59651591422684","47.59651591422684","19200","19200","19200","58.13605847384974","58.13605847384974","58.13605847384974","19200","19200","19200","56.2014843895731","56.2014843895731","56.2014843895731","19200","19200","19200","52.1033075412256","52.1033075412256","52.1033075412256","19200","19200","19200","54.97923844370869","54.97923844370869","54.97923844370869","19200","19200","19200","47.71818924614654","47.71818924614654","47.71818924614654","19200","19200","19200","50.492299128087986","50.492299128087986","50.492299128087986","19200","19200","19200","55.256605393001784","55.256605393001784","55.256605393001784","19200","19200","19200","48.345828965270094","48.345828965270094","48.345828965270094"
"384500","19225","19225","19225","46.930148430259194","46.930148430259194","46.930148430259194","19225","19225","19225","48.29061499351161","48.29061499351161","48.29061499351161","19225","19225","19225","58.62393370839777","58.62393370839777","58.62393370839777","19225","19225","19225","52.53399023365987","52.53399023365987","52.53399023365987","19225","19225","19225","48.36047783207775","48.36047783207775","48.36047783207775","19225","19225","19225","60.991197297173294","60.991197297173294","60.991197297173294","19225","19225","19225","48.08389621004822","48.08389621004822","48.08389621004822","19225","19225","19225","45.744217817319516","45.744217817319516","45.744217817319516","19225","19225","19225","59.78305476447839","59.78305476447839","59.78305476447839","19225","19225","19225","51.88168108469307","51.88168108469307","51.88168108469307"
"385000","19250","19250","19250","53.73185832947054","53.73185832947054","53.73185832947054","19250","19250","19250","52.05069611057857","52.05069611057857","52.05069611057857","19250","19250","19250","53.83078821983547","53.83078821983547","53.83078821983547","19250","19250","19250","54.58878203370038","54.58878203370038","54.58878203370038","19250","19250","19250","57.88267106091279","57.88267106091279","57.88267106091279","19250","19250","19250","51.47125131608905","51.47125131608905","51.47125131608905","19250","19250","19250","51.34247382931194","51.34247382931194","51.34247382931194","19250","19250","19250","46.455571352029835","46.455571352029835","46.455571352029835","19250","19250","19250","58.03138226288999","58.03138226288999","58.03138226288999","19250","19250","19250","50.62556813834839","50.62556813834839","50.62556813834839"
"385500","19275","19275","19275","51.750266900247915","51.750266900247915","51.750266900247915","19275","19275","19275","55.23042205062964","55.23042205062964","55.23042205062964","19275","19275","19275","46.30434040978675","46.30434040978675","46.30434040978675","19275","19275","19275","51.30815727748311","51.30815727748311","51.30815727748311","19275","19275","19275","58.337686175903","58.337686175903","58.337686175903","19275","19275","19275","44.603983505090326","44.603983505090326","44.603983505090326","19275","19275","19275","52.04272105036009","52.04272105036009","52.04272105036009","19275","19275","19275","51.7058634554577","51.7058634554577","51.7058634554577","19275","19275","19275","50.39931505127425","50.39931505127425","50.39931505127425","19275","19275","19275","54.06337437533868","54.06337437533868","54.06337437533868"
"386000","19300","19300","19300","45.55590940558317","45.55590940558317","45.55590940558317","19300","19300","19300","60.31880836463422","60.31880836463422","60.31880836463422","19300","19300","19300","45.894626419348704","45.894626419348704","45.894626419348704","19300","19300","19300","45.49370640081339","45.49370640081339","45.49370640081339","19300","19300","19300","50.56783711183023","50.56783711183023","50.56783711183023","19300","19300","19300","46.97149196220367","46.97149196220367","46.97149196220367","19300","19300","19300","48.027995237028264","48.027995237028264","48.027995237028264","19300","19300","19300","49.75504099982268","49.75504099982268","49.75504099982268","19300","19300","19300","45.643597984642454","45.643597984642454","45.643597984642454","19300","19300","19300","50.76098282221532","50.76098282221532","50.76098282221532"
"386500","19325","19325","19325","51.16671436454801","51.16671436454801","51.16671436454801","19325","19325","19325","55.79334044466198","55.79334044466198","55.79334044466198","19325","19325","19325","44.57492655670235","44.57492655670235","44.57492655670235","19325","19325","19325","49.1900313154792","49.1900313154792","49.1900313154792","19325","19325","19325","47.52786885023025","47.52786885023025","47.52786885023025","19325","19325","19325","50.04604839533489","50.04604839533489","50.04604839533489","19325","19325","19325","46.23837527598909","46.23837527598909","46.23837527598909","19325","19325","19325","48.50179101106096","48.50179101106096","48.50179101106096","19325","19325","19325","48.726108450926816","48.726108450926816","48.726108450926816","19325","19325","19325","46.06437124445911","46.06437124445911","46.06437124445911"
"387000","19350","19350","19350","50.77671673269364","50.77671673269364","50.77671673269364","19350","19350","19350","47.22149565178657","47.22149565178657","47.22149565178657","19350","19350","19350","45.30907721536707","45.30907721536707","45.30907721536707","19350","19350","19350","53.51733557926979","53.51733557926979","53.51733557926979","19350","19350","19350","53.47183919108702","53.47183919108702","53.47183919108702","19350","19350","19350","51.4840962576872","51.4840962576872","51.4840962576872","19350","19350","19350","46.03112185052815","46.03112185052815","46.03112185052815","19350","19350","19350","45.836040460539934","45.836040460539934","45.836040460539934","19350","19350","19350","50.474765159096094","50.474765159096094","50.474765159096094","19350","19350","19350","48.66880373670288","48.66880373670288","48.66880373670288"
"387500","19375","19375","19375","49.67306496810234","49.67306496810234","49.67306496810234","19375","19375","19375","44.67646128437925","44.67646128437925","44.67646128437925","19375","19375","19375","47.220273017801375","47.220273017801375","47.220273017801375","19375","19375","19375","49.83047173009546","49.83047173009546","49.83047173009546","19375","19375","19375","56.54207686239813","56.54207686239813","56.54207686239813","19375","19375","19375","51.539576936320536","51.539576936320536","51.539576936320536","19375","19375","19375","48.98209669404836","48.98209669404836","48.98209669404836","19375","19375","19375","44.38663102309786","44.38663102309786","44.38663102309786","19375","19375","19375","49.85011559018664","49.85011559018664","49.85011559018664","19375","19375","19375","47.68083148191077","47.68083148191077","47.68083148191077"
"388000","19400","19400","19400","49.073216436638006","49.073216436638006","49.073216436638006","19400","19400","19400","43.91471914874096","43.91471914874096","43.91471914874096","19400","19400","19400","46.044644634733565","46.044644634733565","46.044644634733565","19400","19400","19400","52.010185759278386","52.010185759278386","52.010185759278386","19400","19400","19400","47.36630939054323","47.36630939054323","47.36630939054323","19400","19400","19400","49.15484163800235","49.15484163800235","49.15484163800235","19400","19400","19400","47.50569083749197","47.50569083749197","47.50569083749197","19400","19400","19400","52.46814965372927","52.46814965372927","52.46814965372927","19400","19400","19400","49.40555714604125","49.40555714604125","49.40555714604125","19400","19400","19400","51.46428521946836","51.46428521946836","51.46428521946836"
