"time_steps","peach-sweep-10 - _step","peach-sweep-10 - _step__MIN","peach-sweep-10 - _step__MAX","peach-sweep-10 - r_mean","peach-sweep-10 - r_mean__MIN","peach-sweep-10 - r_mean__MAX","exalted-sweep-9 - _step","exalted-sweep-9 - _step__MIN","exalted-sweep-9 - _step__MAX","exalted-sweep-9 - r_mean","exalted-sweep-9 - r_mean__MIN","exalted-sweep-9 - r_mean__MAX","balmy-sweep-8 - _step","balmy-sweep-8 - _step__MIN","balmy-sweep-8 - _step__MAX","balmy-sweep-8 - r_mean","balmy-sweep-8 - r_mean__MIN","balmy-sweep-8 - r_mean__MAX","still-sweep-7 - _step","still-sweep-7 - _step__MIN","still-sweep-7 - _step__MAX","still-sweep-7 - r_mean","still-sweep-7 - r_mean__MIN","still-sweep-7 - r_mean__MAX","graceful-sweep-6 - _step","graceful-sweep-6 - _step__MIN","graceful-sweep-6 - _step__MAX","graceful-sweep-6 - r_mean","graceful-sweep-6 - r_mean__MIN","graceful-sweep-6 - r_mean__MAX","lively-sweep-5 - _step","lively-sweep-5 - _step__MIN","lively-sweep-5 - _step__MAX","lively-sweep-5 - r_mean","lively-sweep-5 - r_mean__MIN","lively-sweep-5 - r_mean__MAX","astral-sweep-4 - _step","astral-sweep-4 - _step__MIN","astral-sweep-4 - _step__MAX","astral-sweep-4 - r_mean","astral-sweep-4 - r_mean__MIN","astral-sweep-4 - r_mean__MAX","light-sweep-3 - _step","light-sweep-3 - _step__MIN","light-sweep-3 - _step__MAX","light-sweep-3 - r_mean","light-sweep-3 - r_mean__MIN","light-sweep-3 - r_mean__MAX","eternal-sweep-2 - _step","eternal-sweep-2 - _step__MIN","eternal-sweep-2 - _step__MAX","eternal-sweep-2 - r_mean","eternal-sweep-2 - r_mean__MIN","eternal-sweep-2 - r_mean__MAX","hardy-sweep-1 - _step","hardy-sweep-1 - _step__MIN","hardy-sweep-1 - _step__MAX","hardy-sweep-1 - r_mean","hardy-sweep-1 - r_mean__MIN","hardy-sweep-1 - r_mean__MAX"
"38000","1900","1900","1900","45.403946725270806","45.403946725270806","45.403946725270806","1900","1900","1900","43.964654753060564","43.964654753060564","43.964654753060564","1900","1900","1900","43.575425848098554","43.575425848098554","43.575425848098554","1900","1900","1900","48.076659789872586","48.076659789872586","48.076659789872586","1900","1900","1900","52.5058195948368","52.5058195948368","52.5058195948368","1900","1900","1900","53.564077467753286","53.564077467753286","53.564077467753286","1900","1900","1900","46.0866172877727","46.0866172877727","46.0866172877727","1900","1900","1900","48.837688018375005","48.837688018375005","48.837688018375005","1900","1900","1900","45.377214564580854","45.377214564580854","45.377214564580854","1900","1900","1900","48.61862207096844","48.61862207096844","48.61862207096844"
"38500","1925","1925","1925","47.002617597502386","47.002617597502386","47.002617597502386","1925","1925","1925","43.411116621232644","43.411116621232644","43.411116621232644","1925","1925","1925","44.65650610031273","44.65650610031273","44.65650610031273","1925","1925","1925","48.94025732490743","48.94025732490743","48.94025732490743","1925","1925","1925","45.72743316837714","45.72743316837714","45.72743316837714","1925","1925","1925","60.05848522896858","60.05848522896858","60.05848522896858","1925","1925","1925","49.93907433246559","49.93907433246559","49.93907433246559","1925","1925","1925","53.91426475019012","53.91426475019012","53.91426475019012","1925","1925","1925","45.0878946406116","45.0878946406116","45.0878946406116","1925","1925","1925","43.82201720559035","43.82201720559035","43.82201720559035"
"39000","1950","1950","1950","45.08775116724964","45.08775116724964","45.08775116724964","1950","1950","1950","47.164099341595055","47.164099341595055","47.164099341595055","1950","1950","1950","46.748499106574","46.748499106574","46.748499106574","1950","1950","1950","47.475573389088424","47.475573389088424","47.475573389088424","1950","1950","1950","43.26023828950493","43.26023828950493","43.26023828950493","1950","1950","1950","56.227110177503846","56.227110177503846","56.227110177503846","1950","1950","1950","49.56638048279447","49.56638048279447","49.56638048279447","1950","1950","1950","54.73358495036047","54.73358495036047","54.73358495036047","1950","1950","1950","40.61644269854813","40.61644269854813","40.61644269854813","1950","1950","1950","44.93564994551416","44.93564994551416","44.93564994551416"
"39500","1975","1975","1975","43.55868606334404","43.55868606334404","43.55868606334404","1975","1975","1975","49.64308888419301","49.64308888419301","49.64308888419301","1975","1975","1975","49.319684981076534","49.319684981076534","49.319684981076534","1975","1975","1975","47.359689425407495","47.359689425407495","47.359689425407495","1975","1975","1975","45.50683298588651","45.50683298588651","45.50683298588651","1975","1975","1975","46.248921894711586","46.248921894711586","46.248921894711586","1975","1975","1975","45.091063904288255","45.091063904288255","45.091063904288255","1975","1975","1975","54.375673756541886","54.375673756541886","54.375673756541886","1975","1975","1975","40.10725901560932","40.10725901560932","40.10725901560932","1975","1975","1975","43.82214809079814","43.82214809079814","43.82214809079814"
"40500","2025","2025","2025","47.461272016814966","47.461272016814966","47.461272016814966","2025","2025","2025","48.0251672891884","48.0251672891884","48.0251672891884","2025","2025","2025","44.24564192485828","44.24564192485828","44.24564192485828","2025","2025","2025","47.61885261576446","47.61885261576446","47.61885261576446","2025","2025","2025","51.162497722543094","51.162497722543094","51.162497722543094","2025","2025","2025","46.2532459481432","46.2532459481432","46.2532459481432","2025","2025","2025","46.09286424784525","46.09286424784525","46.09286424784525","2025","2025","2025","44.408092531690656","44.408092531690656","44.408092531690656","2025","2025","2025","50.09753775406045","50.09753775406045","50.09753775406045","2025","2025","2025","47.686606995663524","47.686606995663524","47.686606995663524"
"41000","2050","2050","2050","51.92546292373562","51.92546292373562","51.92546292373562","2050","2050","2050","44.841742672159214","44.841742672159214","44.841742672159214","2050","2050","2050","45.511933004787004","45.511933004787004","45.511933004787004","2050","2050","2050","44.616533470451884","44.616533470451884","44.616533470451884","2050","2050","2050","48.105476391538616","48.105476391538616","48.105476391538616","2050","2050","2050","43.77270877073806","43.77270877073806","43.77270877073806","2050","2050","2050","46.47810922148406","46.47810922148406","46.47810922148406","2050","2050","2050","42.96031072992485","42.96031072992485","42.96031072992485","2050","2050","2050","48.35689621655978","48.35689621655978","48.35689621655978","2050","2050","2050","45.81895205083532","45.81895205083532","45.81895205083532"
"41500","2075","2075","2075","45.351849375015306","45.351849375015306","45.351849375015306","2075","2075","2075","45.20298305666298","45.20298305666298","45.20298305666298","2075","2075","2075","47.64709684440066","47.64709684440066","47.64709684440066","2075","2075","2075","44.43124422459284","44.43124422459284","44.43124422459284","2075","2075","2075","46.315694502273985","46.315694502273985","46.315694502273985","2075","2075","2075","45.745678365211496","45.745678365211496","45.745678365211496","2075","2075","2075","47.282874219236085","47.282874219236085","47.282874219236085","2075","2075","2075","42.578017627615445","42.578017627615445","42.578017627615445","2075","2075","2075","46.81954029256274","46.81954029256274","46.81954029256274","2075","2075","2075","43.657583732603186","43.657583732603186","43.657583732603186"
"42000","2100","2100","2100","43.009089322061044","43.009089322061044","43.009089322061044","2100","2100","2100","47.02622722118324","47.02622722118324","47.02622722118324","2100","2100","2100","50.88580240431247","50.88580240431247","50.88580240431247","2100","2100","2100","45.8113941297578","45.8113941297578","45.8113941297578","2100","2100","2100","44.31674082989191","44.31674082989191","44.31674082989191","2100","2100","2100","42.75117108898146","42.75117108898146","42.75117108898146","2100","2100","2100","47.974668725991826","47.974668725991826","47.974668725991826","2100","2100","2100","45.09725750220687","45.09725750220687","45.09725750220687","2100","2100","2100","43.56522323431484","43.56522323431484","43.56522323431484","2100","2100","2100","45.68382569235029","45.68382569235029","45.68382569235029"
"42500","2125","2125","2125","44.4784634119128","44.4784634119128","44.4784634119128","2125","2125","2125","45.97418469754828","45.97418469754828","45.97418469754828","2125","2125","2125","51.237420095130325","51.237420095130325","51.237420095130325","2125","2125","2125","49.98331217386698","49.98331217386698","49.98331217386698","2125","2125","2125","45.76381632004417","45.76381632004417","45.76381632004417","2125","2125","2125","40.53385529832424","40.53385529832424","40.53385529832424","2125","2125","2125","43.63407761205718","43.63407761205718","43.63407761205718","2125","2125","2125","48.016074122941426","48.016074122941426","48.016074122941426","2125","2125","2125","45.70060614434743","45.70060614434743","45.70060614434743","2125","2125","2125","48.24612533974631","48.24612533974631","48.24612533974631"
"43000","2150","2150","2150","45.95121558925147","45.95121558925147","45.95121558925147","2150","2150","2150","50.89722157663286","50.89722157663286","50.89722157663286","2150","2150","2150","55.59621092414723","55.59621092414723","55.59621092414723","2150","2150","2150","53.155812962292764","53.155812962292764","53.155812962292764","2150","2150","2150","49.50341583142218","49.50341583142218","49.50341583142218","2150","2150","2150","47.12167586729479","47.12167586729479","47.12167586729479","2150","2150","2150","45.37790942398425","45.37790942398425","45.37790942398425","2150","2150","2150","44.37806575151878","44.37806575151878","44.37806575151878","2150","2150","2150","50.72826091495374","50.72826091495374","50.72826091495374","2150","2150","2150","49.02658927587482","49.02658927587482","49.02658927587482"
"43500","2175","2175","2175","51.00185324356773","51.00185324356773","51.00185324356773","2175","2175","2175","49.139554761469654","49.139554761469654","49.139554761469654","2175","2175","2175","49.55177681758594","49.55177681758594","49.55177681758594","2175","2175","2175","51.019972552743766","51.019972552743766","51.019972552743766","2175","2175","2175","47.43056680915608","47.43056680915608","47.43056680915608","2175","2175","2175","52.77577945978861","52.77577945978861","52.77577945978861","2175","2175","2175","44.16081858209222","44.16081858209222","44.16081858209222","2175","2175","2175","42.703863095735","42.703863095735","42.703863095735","2175","2175","2175","46.11681959296698","46.11681959296698","46.11681959296698","2175","2175","2175","47.48171171499412","47.48171171499412","47.48171171499412"
"44000","2200","2200","2200","50.08818343719869","50.08818343719869","50.08818343719869","2200","2200","2200","50.360865696805206","50.360865696805206","50.360865696805206","2200","2200","2200","43.70957955499296","43.70957955499296","43.70957955499296","2200","2200","2200","45.85132626881195","45.85132626881195","45.85132626881195","2200","2200","2200","44.70887914251636","44.70887914251636","44.70887914251636","2200","2200","2200","48.73474389836116","48.73474389836116","48.73474389836116","2200","2200","2200","42.93492570686138","42.93492570686138","42.93492570686138","2200","2200","2200","41.884261597725725","41.884261597725725","41.884261597725725","2200","2200","2200","42.958260638860864","42.958260638860864","42.958260638860864","2200","2200","2200","45.95783448485632","45.95783448485632","45.95783448485632"
"44500","2225","2225","2225","48.91130704867488","48.91130704867488","48.91130704867488","2225","2225","2225","45.44148150549407","45.44148150549407","45.44148150549407","2225","2225","2225","42.46372307859237","42.46372307859237","42.46372307859237","2225","2225","2225","43.16166250312122","43.16166250312122","43.16166250312122","2225","2225","2225","42.31411104113938","42.31411104113938","42.31411104113938","2225","2225","2225","45.058008989236875","45.058008989236875","45.058008989236875","2225","2225","2225","44.839982334400105","44.839982334400105","44.839982334400105","2225","2225","2225","42.57188238174421","42.57188238174421","42.57188238174421","2225","2225","2225","46.17837470023498","46.17837470023498","46.17837470023498","2225","2225","2225","45.025723989845744","45.025723989845744","45.025723989845744"
"45000","2250","2250","2250","48.46402900442244","48.46402900442244","48.46402900442244","2250","2250","2250","44.25403657196121","44.25403657196121","44.25403657196121","2250","2250","2250","42.653571390097625","42.653571390097625","42.653571390097625","2250","2250","2250","46.25644343552935","46.25644343552935","46.25644343552935","2250","2250","2250","44.72768909937888","44.72768909937888","44.72768909937888","2250","2250","2250","45.099258870238536","45.099258870238536","45.099258870238536","2250","2250","2250","46.275987885093244","46.275987885093244","46.275987885093244","2250","2250","2250","43.241547844565524","43.241547844565524","43.241547844565524","2250","2250","2250","46.1488980881584","46.1488980881584","46.1488980881584","2250","2250","2250","44.68256458518021","44.68256458518021","44.68256458518021"
"45500","2275","2275","2275","49.52593347977414","49.52593347977414","49.52593347977414","2275","2275","2275","42.75025565032878","42.75025565032878","42.75025565032878","2275","2275","2275","44.59525215038423","44.59525215038423","44.59525215038423","2275","2275","2275","48.58011883012275","48.58011883012275","48.58011883012275","2275","2275","2275","46.1416931559171","46.1416931559171","46.1416931559171","2275","2275","2275","45.644210834422765","45.644210834422765","45.644210834422765","2275","2275","2275","46.965124207112375","46.965124207112375","46.965124207112375","2275","2275","2275","44.864468803656","44.864468803656","44.864468803656","2275","2275","2275","44.897107014217845","44.897107014217845","44.897107014217845","2275","2275","2275","47.23783993585811","47.23783993585811","47.23783993585811"
"46000","2300","2300","2300","48.6124093713468","48.6124093713468","48.6124093713468","2300","2300","2300","44.81028794202614","44.81028794202614","44.81028794202614","2300","2300","2300","47.94639011666183","47.94639011666183","47.94639011666183","2300","2300","2300","47.745423384431476","47.745423384431476","47.745423384431476","2300","2300","2300","48.08430371174993","48.08430371174993","48.08430371174993","2300","2300","2300","45.93183599867835","45.93183599867835","45.93183599867835","2300","2300","2300","47.46844871401352","47.46844871401352","47.46844871401352","2300","2300","2300","44.80826832304511","44.80826832304511","44.80826832304511","2300","2300","2300","46.86553543431071","46.86553543431071","46.86553543431071","2300","2300","2300","50.95513855036083","50.95513855036083","50.95513855036083"
"46500","2325","2325","2325","50.31571304737884","50.31571304737884","50.31571304737884","2325","2325","2325","47.13730313570791","47.13730313570791","47.13730313570791","2325","2325","2325","49.64533431379453","49.64533431379453","49.64533431379453","2325","2325","2325","44.338769398076835","44.338769398076835","44.338769398076835","2325","2325","2325","48.523425031554744","48.523425031554744","48.523425031554744","2325","2325","2325","43.58109910139709","43.58109910139709","43.58109910139709","2325","2325","2325","49.07602972455617","49.07602972455617","49.07602972455617","2325","2325","2325","43.13016419868702","43.13016419868702","43.13016419868702","2325","2325","2325","48.56927410098679","48.56927410098679","48.56927410098679","2325","2325","2325","45.81747399670076","45.81747399670076","45.81747399670076"
"47000","2350","2350","2350","47.52360806419975","47.52360806419975","47.52360806419975","2350","2350","2350","49.67763046421984","49.67763046421984","49.67763046421984","2350","2350","2350","46.34024814959044","46.34024814959044","46.34024814959044","2350","2350","2350","44.08497058356303","44.08497058356303","44.08497058356303","2350","2350","2350","46.49623050107595","46.49623050107595","46.49623050107595","2350","2350","2350","46.215284252556565","46.215284252556565","46.215284252556565","2350","2350","2350","52.15348412428567","52.15348412428567","52.15348412428567","2350","2350","2350","42.16432288057983","42.16432288057983","42.16432288057983","2350","2350","2350","48.79964312636379","48.79964312636379","48.79964312636379","2350","2350","2350","45.026835482833874","45.026835482833874","45.026835482833874"
"47500","2375","2375","2375","48.23302835662484","48.23302835662484","48.23302835662484","2375","2375","2375","50.40805216905474","50.40805216905474","50.40805216905474","2375","2375","2375","43.876350943963345","43.876350943963345","43.876350943963345","2375","2375","2375","48.95124005222253","48.95124005222253","48.95124005222253","2375","2375","2375","43.404535202426814","43.404535202426814","43.404535202426814","2375","2375","2375","52.36310027615521","52.36310027615521","52.36310027615521","2375","2375","2375","49.97390263305569","49.97390263305569","49.97390263305569","2375","2375","2375","47.589565468159364","47.589565468159364","47.589565468159364","2375","2375","2375","50.51806771028909","50.51806771028909","50.51806771028909","2375","2375","2375","50.274564722982056","50.274564722982056","50.274564722982056"
"48000","2400","2400","2400","46.89663396854472","46.89663396854472","46.89663396854472","2400","2400","2400","52.64105110579699","52.64105110579699","52.64105110579699","2400","2400","2400","45.24504796419028","45.24504796419028","45.24504796419028","2400","2400","2400","58.219106479735316","58.219106479735316","58.219106479735316","2400","2400","2400","44.62937928148375","44.62937928148375","44.62937928148375","2400","2400","2400","45.71440132231257","45.71440132231257","45.71440132231257","2400","2400","2400","52.40385094682889","52.40385094682889","52.40385094682889","2400","2400","2400","48.11532295111865","48.11532295111865","48.11532295111865","2400","2400","2400","51.6964113748666","51.6964113748666","51.6964113748666","2400","2400","2400","48.51097119346604","48.51097119346604","48.51097119346604"
"48500","2425","2425","2425","49.9388383757898","49.9388383757898","49.9388383757898","2425","2425","2425","48.99809493496991","48.99809493496991","48.99809493496991","2425","2425","2425","50.33162232511699","50.33162232511699","50.33162232511699","2425","2425","2425","58.21576812441971","58.21576812441971","58.21576812441971","2425","2425","2425","47.10748568985453","47.10748568985453","47.10748568985453","2425","2425","2425","44.01090245806352","44.01090245806352","44.01090245806352","2425","2425","2425","50.744810160163894","50.744810160163894","50.744810160163894","2425","2425","2425","44.874726161049296","44.874726161049296","44.874726161049296","2425","2425","2425","51.81323468538211","51.81323468538211","51.81323468538211","2425","2425","2425","47.11166816218574","47.11166816218574","47.11166816218574"
"49000","2450","2450","2450","52.28915882202215","52.28915882202215","52.28915882202215","2450","2450","2450","45.00856143411583","45.00856143411583","45.00856143411583","2450","2450","2450","50.02493252785627","50.02493252785627","50.02493252785627","2450","2450","2450","45.780548309586536","45.780548309586536","45.780548309586536","2450","2450","2450","46.493773781862956","46.493773781862956","46.493773781862956","2450","2450","2450","47.28773382165696","47.28773382165696","47.28773382165696","2450","2450","2450","47.947475258160345","47.947475258160345","47.947475258160345","2450","2450","2450","47.853015802762705","47.853015802762705","47.853015802762705","2450","2450","2450","50.886976690041195","50.886976690041195","50.886976690041195","2450","2450","2450","51.55531695262923","51.55531695262923","51.55531695262923"
"49500","2475","2475","2475","50.599459636594446","50.599459636594446","50.599459636594446","2475","2475","2475","41.435773369733276","41.435773369733276","41.435773369733276","2475","2475","2475","57.420481025661346","57.420481025661346","57.420481025661346","2475","2475","2475","42.65373966870034","42.65373966870034","42.65373966870034","2475","2475","2475","44.46100850695569","44.46100850695569","44.46100850695569","2475","2475","2475","45.2938475662122","45.2938475662122","45.2938475662122","2475","2475","2475","43.273509429943545","43.273509429943545","43.273509429943545","2475","2475","2475","49.22863386549405","49.22863386549405","49.22863386549405","2475","2475","2475","49.53477618773276","49.53477618773276","49.53477618773276","2475","2475","2475","51.88968559449863","51.88968559449863","51.88968559449863"
"50000","2500","2500","2500","46.47255680641294","46.47255680641294","46.47255680641294","2500","2500","2500","42.71940070829036","42.71940070829036","42.71940070829036","2500","2500","2500","56.232508802882684","56.232508802882684","56.232508802882684","2500","2500","2500","42.55228415035763","42.55228415035763","42.55228415035763","2500","2500","2500","49.50763621629076","49.50763621629076","49.50763621629076","2500","2500","2500","42.76257527395439","42.76257527395439","42.76257527395439","2500","2500","2500","42.139276802217545","42.139276802217545","42.139276802217545","2500","2500","2500","51.43103882516396","51.43103882516396","51.43103882516396","2500","2500","2500","51.19203116103601","51.19203116103601","51.19203116103601","2500","2500","2500","53.49117153028218","53.49117153028218","53.49117153028218"
"50500","2525","2525","2525","47.938284265349296","47.938284265349296","47.938284265349296","2525","2525","2525","44.77068779728018","44.77068779728018","44.77068779728018","2525","2525","2525","56.191130798546844","56.191130798546844","56.191130798546844","2525","2525","2525","42.92105607274792","42.92105607274792","42.92105607274792","2525","2525","2525","48.44560351873979","48.44560351873979","48.44560351873979","2525","2525","2525","38.56097537906274","38.56097537906274","38.56097537906274","2525","2525","2525","43.663918182781224","43.663918182781224","43.663918182781224","2525","2525","2525","49.501550844804676","49.501550844804676","49.501550844804676","2525","2525","2525","45.12099007390677","45.12099007390677","45.12099007390677","2525","2525","2525","48.869765100435195","48.869765100435195","48.869765100435195"
"51000","2550","2550","2550","53.03624890680413","53.03624890680413","53.03624890680413","2550","2550","2550","51.16394663401984","51.16394663401984","51.16394663401984","2550","2550","2550","52.72150893124781","52.72150893124781","52.72150893124781","2550","2550","2550","46.931024988492666","46.931024988492666","46.931024988492666","2550","2550","2550","48.681390876178085","48.681390876178085","48.681390876178085","2550","2550","2550","43.11819964290472","43.11819964290472","43.11819964290472","2550","2550","2550","45.97765157521625","45.97765157521625","45.97765157521625","2550","2550","2550","43.7580603136764","43.7580603136764","43.7580603136764","2550","2550","2550","47.69957493234677","47.69957493234677","47.69957493234677","2550","2550","2550","47.77180728728057","47.77180728728057","47.77180728728057"
"51500","2575","2575","2575","52.47542617607808","52.47542617607808","52.47542617607808","2575","2575","2575","53.459670234979946","53.459670234979946","53.459670234979946","2575","2575","2575","46.92138840367299","46.92138840367299","46.92138840367299","2575","2575","2575","46.84099505339311","46.84099505339311","46.84099505339311","2575","2575","2575","49.99036528205177","49.99036528205177","49.99036528205177","2575","2575","2575","46.95353005717489","46.95353005717489","46.95353005717489","2575","2575","2575","50.298150891016114","50.298150891016114","50.298150891016114","2575","2575","2575","43.55315922428129","43.55315922428129","43.55315922428129","2575","2575","2575","51.64777242303177","51.64777242303177","51.64777242303177","2575","2575","2575","53.43463705869251","53.43463705869251","53.43463705869251"
"52000","2600","2600","2600","47.49550104048558","47.49550104048558","47.49550104048558","2600","2600","2600","47.700896317583066","47.700896317583066","47.700896317583066","2600","2600","2600","46.85996351119014","46.85996351119014","46.85996351119014","2600","2600","2600","44.59500684388718","44.59500684388718","44.59500684388718","2600","2600","2600","47.262279821905466","47.262279821905466","47.262279821905466","2600","2600","2600","45.55807257705446","45.55807257705446","45.55807257705446","2600","2600","2600","49.12093743205832","49.12093743205832","49.12093743205832","2600","2600","2600","43.611365506750225","43.611365506750225","43.611365506750225","2600","2600","2600","47.821473406504275","47.821473406504275","47.821473406504275","2600","2600","2600","48.199222798817","48.199222798817","48.199222798817"
"52500","2625","2625","2625","46.7289126948957","46.7289126948957","46.7289126948957","2625","2625","2625","47.2525177858501","47.2525177858501","47.2525177858501","2625","2625","2625","48.70070251384401","48.70070251384401","48.70070251384401","2625","2625","2625","46.24654306251027","46.24654306251027","46.24654306251027","2625","2625","2625","43.53720685824353","43.53720685824353","43.53720685824353","2625","2625","2625","47.90567302729397","47.90567302729397","47.90567302729397","2625","2625","2625","45.03650447162151","45.03650447162151","45.03650447162151","2625","2625","2625","45.662710185821204","45.662710185821204","45.662710185821204","2625","2625","2625","50.121560158004286","50.121560158004286","50.121560158004286","2625","2625","2625","43.69664649923649","43.69664649923649","43.69664649923649"
"53000","2650","2650","2650","44.85315216786678","44.85315216786678","44.85315216786678","2650","2650","2650","46.21336089867461","46.21336089867461","46.21336089867461","2650","2650","2650","47.25274433494064","47.25274433494064","47.25274433494064","2650","2650","2650","48.03906647150832","48.03906647150832","48.03906647150832","2650","2650","2650","43.206987822198705","43.206987822198705","43.206987822198705","2650","2650","2650","46.635584968460535","46.635584968460535","46.635584968460535","2650","2650","2650","45.539829683624454","45.539829683624454","45.539829683624454","2650","2650","2650","49.38463981468379","49.38463981468379","49.38463981468379","2650","2650","2650","46.26918125060092","46.26918125060092","46.26918125060092","2650","2650","2650","47.552950057930545","47.552950057930545","47.552950057930545"
"53500","2675","2675","2675","50.43106023231645","50.43106023231645","50.43106023231645","2675","2675","2675","43.57077724236216","43.57077724236216","43.57077724236216","2675","2675","2675","43.670287527821955","43.670287527821955","43.670287527821955","2675","2675","2675","48.93392819546023","48.93392819546023","48.93392819546023","2675","2675","2675","45.96467025894644","45.96467025894644","45.96467025894644","2675","2675","2675","46.57051168383639","46.57051168383639","46.57051168383639","2675","2675","2675","45.12413250022177","45.12413250022177","45.12413250022177","2675","2675","2675","49.85265305421902","49.85265305421902","49.85265305421902","2675","2675","2675","48.5793483168605","48.5793483168605","48.5793483168605","2675","2675","2675","49.507835936637605","49.507835936637605","49.507835936637605"
"54000","2700","2700","2700","53.07082798446673","53.07082798446673","53.07082798446673","2700","2700","2700","43.47378780740431","43.47378780740431","43.47378780740431","2700","2700","2700","44.34293476144246","44.34293476144246","44.34293476144246","2700","2700","2700","50.1281996935727","50.1281996935727","50.1281996935727","2700","2700","2700","45.39924539681042","45.39924539681042","45.39924539681042","2700","2700","2700","48.37926078226799","48.37926078226799","48.37926078226799","2700","2700","2700","44.20902999608306","44.20902999608306","44.20902999608306","2700","2700","2700","48.39270387206336","48.39270387206336","48.39270387206336","2700","2700","2700","50.40763645119156","50.40763645119156","50.40763645119156","2700","2700","2700","50.32412429774662","50.32412429774662","50.32412429774662"
"54500","2725","2725","2725","50.738999763772796","50.738999763772796","50.738999763772796","2725","2725","2725","43.036394925486974","43.036394925486974","43.036394925486974","2725","2725","2725","42.19666054914961","42.19666054914961","42.19666054914961","2725","2725","2725","54.685571411099666","54.685571411099666","54.685571411099666","2725","2725","2725","45.101793743532625","45.101793743532625","45.101793743532625","2725","2725","2725","53.45639907555266","53.45639907555266","53.45639907555266","2725","2725","2725","44.303680147073436","44.303680147073436","44.303680147073436","2725","2725","2725","50.50772183165818","50.50772183165818","50.50772183165818","2725","2725","2725","47.049753434535916","47.049753434535916","47.049753434535916","2725","2725","2725","51.574348069322156","51.574348069322156","51.574348069322156"
"55000","2750","2750","2750","47.20251698368354","47.20251698368354","47.20251698368354","2750","2750","2750","43.91588200709346","43.91588200709346","43.91588200709346","2750","2750","2750","42.694374316051935","42.694374316051935","42.694374316051935","2750","2750","2750","56.49130229695623","56.49130229695623","56.49130229695623","2750","2750","2750","47.080270920221075","47.080270920221075","47.080270920221075","2750","2750","2750","47.996148258290944","47.996148258290944","47.996148258290944","2750","2750","2750","48.05733956774287","48.05733956774287","48.05733956774287","2750","2750","2750","51.40676114039684","51.40676114039684","51.40676114039684","2750","2750","2750","42.13608661799978","42.13608661799978","42.13608661799978","2750","2750","2750","49.24129922443184","49.24129922443184","49.24129922443184"
"55500","2775","2775","2775","47.09543609814952","47.09543609814952","47.09543609814952","2775","2775","2775","43.68842248613197","43.68842248613197","43.68842248613197","2775","2775","2775","49.33048093084585","49.33048093084585","49.33048093084585","2775","2775","2775","48.39543664637973","48.39543664637973","48.39543664637973","2775","2775","2775","47.69147894078752","47.69147894078752","47.69147894078752","2775","2775","2775","48.07347797730994","48.07347797730994","48.07347797730994","2775","2775","2775","45.5348031344513","45.5348031344513","45.5348031344513","2775","2775","2775","50.75261596900442","50.75261596900442","50.75261596900442","2775","2775","2775","44.08557116820179","44.08557116820179","44.08557116820179","2775","2775","2775","45.31110731256304","45.31110731256304","45.31110731256304"
"56000","2800","2800","2800","49.22982714404816","49.22982714404816","49.22982714404816","2800","2800","2800","45.65390878529899","45.65390878529899","45.65390878529899","2800","2800","2800","49.35831785823916","49.35831785823916","49.35831785823916","2800","2800","2800","46.37706346866057","46.37706346866057","46.37706346866057","2800","2800","2800","45.42488345635992","45.42488345635992","45.42488345635992","2800","2800","2800","48.59882432239485","48.59882432239485","48.59882432239485","2800","2800","2800","43.77751603313544","43.77751603313544","43.77751603313544","2800","2800","2800","43.463785862501965","43.463785862501965","43.463785862501965","2800","2800","2800","44.564458931762566","44.564458931762566","44.564458931762566","2800","2800","2800","48.10589409328197","48.10589409328197","48.10589409328197"
"56500","2825","2825","2825","51.14979043886118","51.14979043886118","51.14979043886118","2825","2825","2825","48.1127140411861","48.1127140411861","48.1127140411861","2825","2825","2825","46.40727780436191","46.40727780436191","46.40727780436191","2825","2825","2825","46.73000072282854","46.73000072282854","46.73000072282854","2825","2825","2825","47.836543714810496","47.836543714810496","47.836543714810496","2825","2825","2825","48.309919063659976","48.309919063659976","48.309919063659976","2825","2825","2825","45.65312375061531","45.65312375061531","45.65312375061531","2825","2825","2825","42.40082848939995","42.40082848939995","42.40082848939995","2825","2825","2825","47.679845150564596","47.679845150564596","47.679845150564596","2825","2825","2825","48.50536164314166","48.50536164314166","48.50536164314166"
"57000","2850","2850","2850","49.50518273908212","49.50518273908212","49.50518273908212","2850","2850","2850","48.82656809462017","48.82656809462017","48.82656809462017","2850","2850","2850","44.22259468342671","44.22259468342671","44.22259468342671","2850","2850","2850","46.329768676558025","46.329768676558025","46.329768676558025","2850","2850","2850","47.61041843494451","47.61041843494451","47.61041843494451","2850","2850","2850","45.465732294544615","45.465732294544615","45.465732294544615","2850","2850","2850","45.37906428116455","45.37906428116455","45.37906428116455","2850","2850","2850","43.35468579778483","43.35468579778483","43.35468579778483","2850","2850","2850","50.78170508349172","50.78170508349172","50.78170508349172","2850","2850","2850","46.25049380643643","46.25049380643643","46.25049380643643"
